EmployeeID,Age,Gender,EducationLevel,YearsOfExperience,JobRole,SkillsScore,Certifications,CompanyType,WorkHoursPerWeek,Salary
852,58,Female,PhD,27,Designer,9,1,MNC,52,202916
853,35,Female,Master,15,Manager,4,7,MNC,47,145962
854,51,Female,PhD,2,Developer,3,0,MNC,38,85628
855,56,Female,Bachelor,27,Developer,10,3,Startup,51,181358
856,42,Male,Bachelor,12,Data Scientist,1,1,Medium Scale,38,110079
857,58,Female,PhD,13,Data Analyst,10,2,Startup,50,151928
858,26,Male,Bachelor,7,Designer,6,3,Startup,57,89517
859,40,Male,Master,11,Manager,7,1,Startup,49,128985
860,35,Male,Bachelor,22,Developer,10,5,Startup,48,165673
861,47,Male,PhD,22,Manager,8,0,Medium Scale,46,191698
862,25,Female,PhD,21,Data Analyst,1,1,Medium Scale,37,155647
863,46,Male,Master,20,Data Analyst,4,2,Startup,44,150797
864,46,Female,PhD,25,Manager,5,6,MNC,42,208319
865,39,Female,Master,7,Designer,2,3,Medium Scale,40,88807
866,29,Male,Bachelor,20,Data Analyst,1,7,Startup,56,144657
867,35,Female,Bachelor,24,Manager,8,3,MNC,48,181819
868,53,Male,Master,8,Developer,6,3,MNC,51,100080
869,59,Male,Master,0,Manager,5,2,Startup,55,92186
870,54,Female,PhD,5,Manager,9,0,Medium Scale,53,131334
871,44,Female,Bachelor,22,Data Scientist,2,3,MNC,50,157509
872,36,Male,Master,18,Data Analyst,10,0,Medium Scale,49,156002
873,54,Female,Bachelor,22,Designer,8,1,Medium Scale,49,140811
874,46,Female,Master,10,Designer,10,5,MNC,35,130963
875,38,Female,Bachelor,10,Data Scientist,9,7,Startup,58,128303
876,54,Male,PhD,22,Designer,1,5,MNC,57,167766
877,23,Male,Bachelor,29,Manager,7,0,MNC,57,196201
878,35,Female,Bachelor,12,Data Scientist,8,0,Medium Scale,46,132681
879,27,Female,Bachelor,10,Developer,3,5,Startup,44,97268
880,27,Female,Bachelor,17,Data Analyst,4,3,Medium Scale,48,126897
881,24,Female,Bachelor,22,Data Analyst,3,4,MNC,44,144244
882,28,Female,PhD,14,Data Analyst,7,4,Startup,44,146150
883,29,Male,Master,0,Manager,9,2,Startup,54,90242
884,36,Female,Bachelor,20,Developer,3,7,Startup,45,133741
885,50,Male,PhD,24,Data Scientist,6,6,Startup,56,202133
886,54,Female,Bachelor,6,Data Scientist,8,5,Startup,50,116439
887,51,Male,Bachelor,22,Data Analyst,6,5,MNC,43,167757
888,48,Female,Master,26,Developer,2,2,MNC,49,162738
889,57,Male,Bachelor,12,Developer,7,7,MNC,48,119639
890,50,Female,PhD,11,Developer,2,4,Medium Scale,53,131166
891,59,Male,PhD,17,Designer,2,1,Startup,43,144661
892,54,Male,Master,23,Designer,2,3,Startup,38,155172
893,58,Male,Bachelor,18,Data Analyst,1,3,MNC,55,124716
894,48,Male,PhD,14,Developer,1,1,Startup,41,135891
895,54,Male,Bachelor,7,Developer,7,1,Medium Scale,56,86634
896,25,Male,Bachelor,18,Data Scientist,5,7,Startup,42,152404
897,43,Female,Bachelor,9,Data Scientist,3,4,Startup,58,106224
898,23,Male,Master,6,Data Analyst,1,2,Medium Scale,42,86716
899,31,Female,Bachelor,17,Developer,10,1,MNC,53,143438
900,26,Female,PhD,15,Data Analyst,6,2,MNC,49,150168
901,31,Female,Bachelor,19,Data Scientist,1,7,Startup,50,141327
902,54,Female,PhD,26,Data Scientist,9,6,Medium Scale,56,215962
903,59,Female,Bachelor,5,Designer,2,0,MNC,57,60039
904,34,Male,PhD,26,Data Analyst,1,3,MNC,43,186063
905,52,Male,PhD,8,Data Analyst,7,4,MNC,46,131841
906,57,Male,Bachelor,20,Developer,6,3,Startup,50,141216
907,45,Female,Bachelor,12,Developer,6,4,Medium Scale,38,109527
908,36,Male,PhD,24,Designer,5,7,Startup,39,183901
909,50,Male,Master,20,Manager,4,0,MNC,42,159684
910,29,Male,Bachelor,25,Manager,4,3,Medium Scale,35,175579
911,26,Male,Master,7,Manager,3,0,Startup,40,113577
912,50,Male,Bachelor,15,Data Analyst,10,7,MNC,49,149945
913,25,Female,Bachelor,12,Data Analyst,8,4,MNC,38,125157
914,33,Male,Bachelor,12,Data Scientist,7,1,Startup,55,122606
915,23,Female,Bachelor,16,Data Analyst,9,6,MNC,45,137865
916,48,Female,Master,22,Data Analyst,1,3,MNC,39,160398
917,52,Female,Bachelor,19,Data Analyst,7,0,Medium Scale,52,139261
918,57,Female,PhD,4,Designer,10,5,MNC,58,117906
919,57,Female,PhD,21,Data Analyst,4,3,Startup,49,173636
920,47,Male,Master,20,Developer,7,3,Medium Scale,52,157307
921,48,Male,Bachelor,27,Developer,1,3,Startup,54,165755
922,26,Male,PhD,16,Data Scientist,5,2,MNC,47,161776
923,41,Female,Master,27,Designer,3,0,Medium Scale,39,173443
924,32,Male,Bachelor,8,Developer,5,0,Medium Scale,35,91736
925,31,Male,PhD,1,Designer,4,3,Medium Scale,56,86310
926,59,Female,PhD,24,Designer,2,7,Medium Scale,52,179870
927,27,Female,Master,25,Data Scientist,4,7,Startup,48,185188
928,29,Female,Bachelor,17,Designer,3,1,MNC,39,113578
929,44,Female,Bachelor,8,Data Analyst,1,3,MNC,40,80995
930,47,Male,PhD,5,Designer,10,2,Medium Scale,58,119702
931,33,Female,PhD,10,Data Scientist,8,4,MNC,59,139703
932,47,Female,PhD,24,Data Scientist,5,2,Startup,50,189478
933,34,Male,Bachelor,28,Data Scientist,4,7,MNC,56,182249
934,39,Male,Master,5,Developer,10,1,Startup,55,99211
935,46,Female,Master,5,Data Analyst,5,7,Startup,46,99223
936,54,Male,Bachelor,12,Developer,4,7,MNC,54,111468
937,33,Female,Master,10,Manager,3,7,Startup,52,120858
938,57,Female,PhD,13,Data Analyst,5,3,Startup,36,140072
939,25,Male,Master,1,Designer,4,7,Startup,57,72705
940,26,Male,Master,7,Data Scientist,1,0,Startup,55,92317
941,58,Female,Master,2,Manager,3,6,Medium Scale,57,98202
942,29,Female,PhD,22,Data Analyst,10,5,MNC,47,197276
943,49,Female,Bachelor,20,Developer,10,3,Medium Scale,51,147945
944,52,Male,PhD,2,Data Scientist,8,1,Startup,51,117343
945,30,Female,Bachelor,0,Developer,7,0,MNC,50,59949
946,50,Female,Bachelor,23,Data Analyst,2,2,Startup,55,143994
947,35,Female,Bachelor,18,Data Analyst,1,7,MNC,52,127541
948,43,Female,Master,17,Manager,3,4,Medium Scale,42,151779
949,32,Female,Master,16,Designer,5,4,MNC,37,145407
950,44,Male,Bachelor,19,Developer,10,6,Startup,51,147301
951,22,Female,Bachelor,28,Manager,1,3,MNC,52,168715
952,58,Female,Master,23,Data Scientist,3,2,MNC,57,168842
953,42,Female,PhD,12,Designer,3,6,Medium Scale,40,135346
954,47,Female,Bachelor,2,Manager,5,5,Startup,42,88263
955,57,Male,PhD,29,Developer,3,5,MNC,57,203978
956,44,Male,Master,0,Data Analyst,9,6,Medium Scale,47,82843
957,22,Male,Bachelor,3,Data Scientist,1,1,MNC,42,66275
958,36,Female,PhD,24,Developer,4,4,Startup,53,182619
959,42,Female,PhD,12,Designer,10,2,MNC,40,152790
960,30,Male,PhD,16,Designer,10,3,MNC,57,164303
961,30,Male,Master,27,Data Analyst,4,7,MNC,49,188536
962,31,Male,Master,29,Data Analyst,1,0,MNC,44,170131
963,47,Female,PhD,10,Data Scientist,2,3,Startup,51,131612
964,56,Female,PhD,1,Data Scientist,1,3,Medium Scale,35,85089
965,46,Male,Master,24,Data Analyst,6,2,Medium Scale,41,179838
966,47,Male,PhD,15,Data Analyst,3,4,MNC,47,140440
967,32,Male,PhD,1,Designer,7,2,Startup,37,88517
968,59,Female,Master,28,Data Analyst,5,0,Startup,53,174134
969,23,Female,PhD,18,Manager,9,6,Startup,49,188929
970,28,Female,PhD,22,Developer,7,2,Startup,39,178718
971,39,Male,PhD,18,Data Analyst,4,1,Startup,45,163066
972,48,Male,Master,24,Data Scientist,5,3,Startup,56,181882
973,55,Female,PhD,15,Manager,5,4,MNC,52,159546
974,48,Male,Master,21,Data Scientist,5,7,Medium Scale,37,176366
975,38,Female,Master,18,Manager,10,5,Medium Scale,40,168282
976,45,Male,Bachelor,8,Data Analyst,9,0,MNC,37,97908
977,46,Male,Bachelor,0,Developer,10,5,Medium Scale,39,78092
978,28,Male,PhD,9,Data Scientist,3,3,Startup,43,122340
979,27,Male,Master,18,Manager,6,2,Startup,53,165323
980,45,Female,Bachelor,0,Designer,8,5,Medium Scale,47,81896
981,54,Male,PhD,1,Data Analyst,9,1,Startup,40,98527
982,50,Female,Bachelor,15,Developer,7,2,Startup,45,122241
983,43,Female,Bachelor,11,Data Analyst,3,3,Medium Scale,55,102352
984,47,Female,Master,7,Designer,1,5,MNC,55,88213
985,49,Male,Master,22,Developer,4,7,Medium Scale,48,164808
986,42,Female,Bachelor,17,Designer,6,6,Medium Scale,40,128387
987,28,Female,Bachelor,1,Data Analyst,3,0,Medium Scale,40,60092
988,38,Female,Master,24,Manager,1,5,Medium Scale,51,185559
989,41,Male,PhD,28,Data Analyst,6,7,MNC,45,199489
990,41,Male,Master,12,Data Analyst,1,6,MNC,49,110656
991,43,Female,Bachelor,5,Data Analyst,9,6,Startup,43,96274
992,49,Male,PhD,20,Data Scientist,1,5,Startup,55,172709
993,28,Female,Bachelor,25,Designer,6,4,Medium Scale,51,168451
994,22,Female,PhD,5,Designer,1,5,Startup,58,102049
995,53,Male,Bachelor,8,Designer,7,3,MNC,41,88541
996,34,Female,PhD,15,Data Scientist,3,6,Startup,41,153128
997,51,Male,PhD,10,Manager,6,0,Startup,55,135498
998,44,Male,Bachelor,6,Data Analyst,7,3,Startup,35,92674
999,40,Female,PhD,9,Manager,1,1,Medium Scale,59,125091
1000,53,Male,Master,9,Data Scientist,1,2,Startup,59,99653
1001,51,Male,Bachelor,29,Designer,5,5,MNC,42,176802
1002,50,Female,Master,24,Data Analyst,6,4,MNC,39,176902
1003,50,Female,Bachelor,19,Developer,9,0,MNC,53,140358
1004,51,Male,PhD,17,Developer,1,4,MNC,42,145498
1005,37,Male,PhD,27,Manager,4,4,Startup,51,217484
1006,40,Female,PhD,23,Designer,10,4,Medium Scale,53,200950
1007,39,Male,Bachelor,19,Developer,8,5,MNC,46,137693
1008,22,Male,Master,28,Manager,10,0,MNC,57,207569
1009,35,Male,Master,8,Data Scientist,9,0,Medium Scale,49,134085
1010,23,Male,Bachelor,14,Manager,3,6,Medium Scale,38,134894
1011,49,Male,Bachelor,3,Manager,2,4,MNC,57,83092
1012,51,Male,Master,7,Manager,4,6,MNC,46,123563
1013,59,Male,Master,8,Data Analyst,2,6,Medium Scale,47,104090
1014,25,Female,Master,12,Manager,1,2,MNC,48,127045
1015,22,Female,Master,8,Manager,3,5,MNC,39,115948
1016,29,Female,Bachelor,25,Data Analyst,7,5,Startup,56,173017
1017,50,Female,Bachelor,3,Data Analyst,1,3,Medium Scale,50,68133
1018,24,Female,PhD,16,Data Scientist,2,7,Startup,41,163827
1019,53,Male,Master,15,Designer,1,6,Startup,49,122341
1020,31,Male,PhD,14,Developer,8,5,Medium Scale,47,151205
1021,31,Male,Bachelor,2,Developer,5,4,Startup,50,61862
1022,40,Male,Bachelor,24,Manager,8,7,MNC,46,184564
1023,55,Female,PhD,19,Data Scientist,3,1,Startup,41,169765
1024,54,Male,Master,4,Manager,7,4,Medium Scale,50,111816
1025,44,Male,Master,22,Developer,8,0,MNC,57,158016
1026,49,Female,Master,4,Data Analyst,6,5,MNC,57,85980
1027,53,Male,Master,19,Designer,7,7,MNC,47,156287
1028,28,Male,PhD,14,Data Scientist,2,5,MNC,57,153118
1029,50,Female,PhD,17,Data Analyst,8,3,Startup,37,162105
1030,29,Male,Bachelor,14,Designer,5,6,Startup,49,113275
1031,22,Male,Master,1,Data Scientist,7,1,MNC,37,85052
1032,24,Male,Master,28,Data Scientist,1,5,Medium Scale,41,188630
1033,45,Male,Master,12,Developer,5,3,MNC,52,126212
1034,44,Male,PhD,3,Data Analyst,1,3,Startup,48,89716
1035,29,Female,Master,9,Data Scientist,8,1,MNC,52,127774
1036,58,Female,PhD,12,Data Scientist,4,4,Startup,53,148720
1037,24,Female,Master,9,Designer,4,4,MNC,48,99116
1038,54,Female,Master,28,Developer,2,4,Medium Scale,54,184253
1039,49,Female,Bachelor,8,Manager,5,2,MNC,40,108975
1040,29,Female,Master,7,Developer,1,6,Medium Scale,42,88466
1041,55,Male,Master,2,Manager,9,7,Medium Scale,41,119804
1042,56,Female,Bachelor,15,Data Analyst,5,6,MNC,54,127872
1043,53,Female,PhD,13,Data Analyst,6,4,Medium Scale,52,135282
1044,45,Male,PhD,8,Data Scientist,2,1,Medium Scale,52,114968
1045,35,Male,Master,29,Data Analyst,10,2,Startup,49,196237
1046,53,Female,PhD,20,Data Scientist,10,6,Startup,54,190591
1047,37,Male,Master,10,Developer,1,4,Medium Scale,56,101274
1048,25,Female,Bachelor,2,Data Analyst,4,2,MNC,53,66713
1049,58,Male,Bachelor,4,Developer,7,7,Medium Scale,56,87524
1050,42,Female,Master,28,Developer,6,1,MNC,55,183012
1051,35,Male,Bachelor,9,Data Analyst,10,4,Startup,55,116936
1052,52,Male,Bachelor,12,Developer,1,7,MNC,36,102267
1053,39,Female,Master,3,Data Analyst,1,0,Medium Scale,42,77405
1054,28,Female,Master,23,Data Analyst,8,7,Medium Scale,55,173374
1055,31,Female,Bachelor,12,Data Analyst,4,5,Medium Scale,45,115575
1056,28,Female,PhD,11,Manager,5,1,Medium Scale,52,151216
1057,54,Female,PhD,4,Developer,7,7,Medium Scale,57,113113
1058,44,Male,Master,9,Designer,8,7,MNC,47,120467
1059,42,Female,Master,27,Data Analyst,10,3,Medium Scale,43,189660
1060,40,Female,PhD,23,Developer,7,3,Startup,43,181441
1061,40,Male,Bachelor,8,Data Scientist,2,7,Medium Scale,51,110338
1062,57,Male,PhD,19,Data Analyst,4,7,MNC,41,172242
1063,50,Female,PhD,6,Data Analyst,10,1,Medium Scale,43,124592
1064,39,Male,PhD,1,Designer,1,3,Medium Scale,56,69310
1065,23,Male,PhD,21,Manager,10,6,MNC,35,199417
1066,22,Female,Master,23,Manager,9,1,Medium Scale,36,194694
1067,26,Male,Master,27,Data Analyst,3,0,MNC,38,174554
1068,41,Male,Bachelor,22,Developer,3,1,Medium Scale,48,144677
1069,32,Female,Bachelor,6,Data Scientist,10,4,Startup,38,110852
1070,23,Female,Bachelor,7,Data Scientist,9,4,Medium Scale,36,108435
1071,24,Male,Bachelor,6,Developer,10,2,MNC,42,98662
1072,44,Male,PhD,20,Data Analyst,3,3,Startup,52,156348
1073,33,Female,Master,22,Data Scientist,8,7,MNC,53,175472
1074,41,Male,Master,28,Manager,2,5,Medium Scale,48,190823
1075,26,Male,Bachelor,13,Developer,3,3,Startup,54,109960
1076,58,Male,Bachelor,25,Designer,2,6,MNC,59,149151
1077,59,Female,PhD,18,Data Analyst,1,1,Startup,44,148635
1078,51,Male,PhD,4,Developer,2,5,Startup,51,93527
1079,30,Male,Bachelor,22,Data Scientist,8,5,MNC,42,166200
1080,55,Female,Master,24,Data Analyst,9,7,Startup,48,192497
1081,56,Male,Master,17,Manager,2,7,MNC,55,153686
1082,43,Male,Master,19,Data Analyst,7,3,Startup,57,150480
1083,45,Female,Bachelor,11,Data Analyst,5,5,Startup,42,111934
1084,38,Female,Master,22,Manager,3,5,Startup,39,165651
1085,31,Female,PhD,16,Manager,9,4,Medium Scale,50,179411
1086,51,Female,PhD,12,Data Analyst,6,0,Medium Scale,42,140536
1087,44,Male,Bachelor,1,Manager,1,7,MNC,44,80308
1088,53,Male,PhD,24,Developer,5,1,Startup,42,190788
1089,38,Female,Bachelor,12,Manager,7,3,MNC,43,120308
1090,38,Female,Master,25,Manager,4,7,Medium Scale,52,191134
1091,35,Male,Master,6,Data Analyst,8,4,Medium Scale,37,100282
1092,30,Female,Master,27,Developer,10,6,Medium Scale,51,196133
1093,23,Male,PhD,9,Designer,5,7,Medium Scale,54,127007
1094,46,Female,Bachelor,22,Designer,9,6,MNC,49,173899
1095,30,Male,Master,5,Data Scientist,9,2,Startup,55,110201
1096,43,Female,Bachelor,2,Manager,9,5,MNC,51,97607
1097,25,Female,Master,25,Manager,1,5,Startup,42,185025
1098,47,Male,PhD,2,Developer,2,3,Medium Scale,36,87235
1099,50,Female,PhD,17,Designer,3,0,Startup,51,152655
1100,55,Male,Bachelor,10,Data Scientist,4,0,Medium Scale,52,108348
1101,44,Male,PhD,21,Developer,10,3,MNC,39,187642
1102,58,Male,PhD,19,Manager,9,3,Startup,43,178662
1103,32,Male,Bachelor,4,Designer,10,4,MNC,43,99926
1104,27,Male,Master,18,Data Scientist,6,6,Medium Scale,36,157717
1105,39,Female,PhD,21,Data Analyst,1,3,MNC,36,162951
1106,42,Female,Bachelor,26,Designer,9,6,Medium Scale,53,175236
1107,57,Male,PhD,27,Data Scientist,6,7,Medium Scale,57,208378
1108,59,Female,PhD,18,Developer,4,7,Medium Scale,37,156489
1109,55,Male,PhD,29,Data Analyst,4,2,MNC,51,201516
1110,38,Female,PhD,14,Data Scientist,3,6,MNC,48,142650
1111,58,Female,Bachelor,29,Data Scientist,7,4,Startup,48,193285
1112,46,Female,Bachelor,15,Manager,3,7,Startup,48,143288
1113,59,Female,Bachelor,23,Designer,2,5,MNC,40,150659
1114,33,Male,PhD,8,Manager,10,5,MNC,37,151662
1115,44,Male,PhD,3,Data Analyst,8,7,MNC,35,110023
1116,43,Female,PhD,14,Data Scientist,4,7,MNC,50,148569
1117,42,Female,Bachelor,24,Manager,8,7,Medium Scale,38,191708
1118,48,Male,PhD,11,Designer,1,6,Medium Scale,35,121255
1119,52,Female,Master,22,Data Analyst,5,5,Medium Scale,51,164584
1120,27,Male,PhD,2,Developer,9,5,MNC,52,107012
1121,48,Male,Master,22,Manager,1,1,Medium Scale,42,165361
1122,55,Male,PhD,13,Data Analyst,4,7,Medium Scale,36,153716
1123,33,Female,Bachelor,16,Developer,6,2,Startup,52,134311
1124,28,Male,PhD,18,Manager,10,7,Startup,50,180838
1125,31,Female,Master,5,Data Analyst,8,4,Medium Scale,44,101457
1126,38,Male,Master,3,Data Analyst,3,4,Medium Scale,42,75766
1127,47,Female,PhD,6,Manager,5,5,Medium Scale,46,133692
1128,42,Female,Master,29,Data Analyst,7,7,MNC,56,201019
1129,49,Female,Master,18,Data Scientist,1,0,Startup,50,142530
1130,23,Male,Bachelor,16,Manager,7,4,Startup,46,145529
1131,22,Male,PhD,24,Data Analyst,8,7,Startup,45,193303
1132,57,Female,PhD,15,Developer,8,2,Medium Scale,54,148658
1133,47,Female,PhD,14,Developer,9,3,MNC,53,145334
1134,50,Female,Master,21,Data Scientist,6,7,Startup,35,168181
1135,42,Male,PhD,7,Manager,6,2,Startup,37,123628
1136,32,Male,PhD,18,Data Analyst,2,5,MNC,46,151321
1137,32,Male,Bachelor,7,Data Analyst,3,5,Medium Scale,43,84538
1138,57,Male,Bachelor,17,Developer,4,1,Medium Scale,55,126470
1139,56,Female,Bachelor,27,Data Scientist,4,6,Startup,56,183774
1140,55,Female,Master,15,Developer,8,4,Startup,39,142965
1141,45,Male,PhD,19,Developer,1,6,MNC,35,163374
1142,43,Male,Bachelor,18,Data Scientist,10,7,Startup,44,162108
1143,26,Female,Bachelor,9,Manager,4,6,MNC,51,111095
1144,54,Male,Bachelor,16,Data Analyst,4,4,Startup,38,138057
1145,57,Male,PhD,12,Manager,1,4,Startup,49,146028
1146,41,Male,PhD,12,Designer,3,7,Startup,53,134761
1147,40,Male,PhD,6,Designer,5,5,Medium Scale,42,112414
1148,56,Male,Master,26,Designer,6,4,MNC,57,179448
1149,38,Male,Master,9,Data Scientist,9,0,MNC,49,122489
1150,55,Female,Bachelor,1,Developer,9,0,Medium Scale,41,72141
1151,30,Male,PhD,3,Manager,9,3,Medium Scale,49,126496
1152,47,Male,Bachelor,24,Data Analyst,1,4,Medium Scale,42,147867
1153,23,Female,PhD,5,Designer,9,1,MNC,57,103829
1154,30,Female,PhD,23,Manager,8,3,Startup,44,191121
1155,30,Female,PhD,17,Designer,2,5,Medium Scale,52,152939
1156,38,Male,Master,22,Designer,1,4,Medium Scale,38,141585
1157,22,Female,Master,5,Data Analyst,1,0,Medium Scale,49,81826
1158,46,Male,PhD,28,Data Scientist,6,1,Startup,45,202728
1159,46,Male,Bachelor,29,Developer,9,7,Startup,56,188308
1160,56,Male,PhD,24,Data Scientist,7,3,Medium Scale,37,194409
1161,24,Female,PhD,22,Manager,5,1,Startup,49,187970
1162,58,Female,Bachelor,16,Data Scientist,2,4,Medium Scale,37,123557
1163,51,Female,PhD,13,Manager,1,2,Startup,49,139415
1164,59,Female,Bachelor,23,Manager,2,1,MNC,40,158371
1165,55,Female,Master,10,Developer,1,1,MNC,35,92948
1166,33,Male,Master,25,Data Analyst,3,5,Startup,48,179141
1167,40,Male,Bachelor,18,Developer,6,0,MNC,50,123387
1168,58,Male,Master,29,Data Scientist,8,7,MNC,35,210409
1169,38,Male,Master,1,Manager,3,4,MNC,55,93862
1170,31,Female,Bachelor,27,Designer,10,1,Medium Scale,51,170877
1171,33,Female,Master,2,Designer,9,4,Startup,42,88951
1172,37,Male,PhD,10,Manager,10,0,Startup,52,150664
1173,45,Female,PhD,5,Developer,5,5,Startup,50,105966
1174,40,Female,Bachelor,28,Data Analyst,7,4,MNC,40,182112
1175,29,Male,Master,13,Developer,8,6,Medium Scale,44,138807
1176,52,Male,PhD,18,Manager,3,0,Startup,44,162164
1177,42,Female,PhD,25,Manager,2,0,MNC,39,193821
1178,38,Female,Master,15,Data Analyst,2,7,Medium Scale,46,134463
1179,44,Male,Master,20,Data Scientist,5,3,Medium Scale,54,159085
1180,58,Male,PhD,21,Data Scientist,1,5,Startup,51,179637
1181,37,Male,PhD,23,Data Analyst,2,5,Startup,48,172795
1182,27,Female,Bachelor,6,Data Scientist,9,7,MNC,48,116279
1183,29,Male,Bachelor,29,Designer,7,6,Startup,37,181884
1184,46,Male,PhD,26,Data Scientist,6,4,MNC,46,203419
1185,39,Female,Bachelor,7,Data Scientist,9,2,Medium Scale,54,107686
1186,46,Female,PhD,18,Data Scientist,7,6,Medium Scale,52,180192
1187,33,Female,PhD,19,Designer,5,3,Medium Scale,46,148932
1188,36,Female,Bachelor,15,Data Scientist,9,5,Medium Scale,36,147290
1189,47,Female,Bachelor,21,Designer,6,0,Startup,36,141487
1190,47,Male,Master,26,Data Analyst,6,5,Startup,51,184928
1191,53,Male,Master,6,Developer,4,6,MNC,44,100512
1192,31,Female,Master,8,Data Analyst,1,2,MNC,52,96469
1193,37,Female,PhD,12,Developer,5,1,MNC,56,121963
1194,28,Female,Bachelor,0,Data Analyst,9,1,MNC,53,65694
1195,38,Female,PhD,28,Developer,8,7,MNC,55,214164
1196,44,Female,Bachelor,7,Developer,8,5,Medium Scale,35,101498
1197,47,Male,PhD,23,Manager,5,5,Medium Scale,58,193052
1198,42,Male,Master,21,Developer,9,3,Medium Scale,38,169688
1199,43,Male,Master,3,Developer,3,5,MNC,59,80717
1200,28,Male,Master,2,Manager,3,2,Medium Scale,38,92928
1201,35,Female,PhD,26,Data Scientist,1,5,Medium Scale,36,200050
1202,36,Male,Bachelor,2,Data Scientist,9,4,Medium Scale,53,92891
1203,28,Female,Bachelor,21,Manager,6,6,Medium Scale,55,170777
1204,30,Female,Master,12,Designer,2,7,Startup,46,113457
1205,29,Female,Master,7,Developer,8,2,MNC,44,110461
1206,44,Male,Master,6,Developer,9,3,MNC,47,107090
1207,50,Female,Master,26,Manager,9,4,Startup,56,201026
1208,39,Male,Bachelor,0,Manager,2,4,Medium Scale,57,64905
1209,52,Male,PhD,26,Designer,2,6,Medium Scale,54,183572
1210,51,Female,PhD,15,Data Scientist,7,1,Medium Scale,57,153452
1211,56,Female,PhD,5,Data Analyst,4,2,MNC,49,108807
1212,39,Female,PhD,6,Data Scientist,1,6,MNC,37,121602
1213,38,Male,Master,11,Developer,8,4,MNC,57,129581
1214,35,Female,Master,22,Manager,2,3,MNC,54,179930
1215,52,Male,Master,8,Designer,3,6,MNC,47,99197
1216,45,Female,PhD,26,Data Scientist,5,1,Startup,42,200982
1217,56,Female,Master,10,Designer,3,4,MNC,59,100593
1218,55,Male,Master,9,Data Scientist,7,6,Medium Scale,41,126513
1219,24,Male,Bachelor,20,Developer,7,2,MNC,58,138113
1220,58,Male,Bachelor,0,Data Analyst,2,1,Startup,42,56340
1221,47,Male,Master,17,Designer,7,2,Medium Scale,52,139722
1222,44,Male,Bachelor,3,Designer,6,2,Startup,43,62727
1223,36,Male,Bachelor,4,Data Analyst,10,2,Medium Scale,40,87574
1224,25,Female,Master,8,Designer,9,6,MNC,38,125465
1225,50,Female,Master,26,Designer,9,1,Startup,49,183052
1226,43,Male,Master,16,Data Scientist,2,6,Medium Scale,39,146845
1227,46,Female,Master,2,Data Scientist,7,6,MNC,39,100127
1228,34,Male,PhD,15,Data Analyst,5,6,Medium Scale,41,152592
1229,39,Female,PhD,4,Developer,6,4,Startup,43,107077
1230,54,Female,Master,15,Designer,1,5,Startup,41,124227
1231,37,Male,Bachelor,2,Developer,7,0,Startup,43,65016
1232,23,Male,Master,19,Data Analyst,6,4,Startup,54,157815
1233,56,Male,Master,14,Data Analyst,4,1,MNC,44,130109
1234,55,Female,Bachelor,29,Data Scientist,1,0,Medium Scale,38,172517
1235,51,Male,PhD,2,Designer,9,0,MNC,40,95884
1236,34,Female,Master,19,Manager,4,0,Startup,58,152290
1237,34,Male,Master,13,Data Analyst,2,5,Medium Scale,48,130296
1238,39,Female,PhD,15,Designer,8,6,Startup,43,154738
1239,53,Female,PhD,28,Developer,2,7,MNC,35,200766
1240,53,Male,Bachelor,28,Data Scientist,5,3,MNC,51,183052
1241,56,Female,PhD,16,Developer,6,1,MNC,47,149281
1242,50,Female,PhD,27,Data Analyst,8,7,Medium Scale,58,206676
1243,50,Male,PhD,23,Data Analyst,1,5,Medium Scale,41,169148
1244,37,Female,Bachelor,19,Developer,1,5,Startup,43,134699
1245,31,Male,PhD,22,Data Analyst,4,3,Medium Scale,45,169535
1246,51,Male,PhD,17,Designer,5,0,Medium Scale,37,150812
1247,46,Male,Bachelor,17,Data Analyst,9,6,MNC,46,146952
1248,41,Male,PhD,21,Data Scientist,7,3,Startup,55,189763
1249,26,Female,PhD,13,Designer,7,7,MNC,37,144950
1250,22,Female,Bachelor,17,Manager,8,7,Startup,49,163900
1251,51,Female,Master,14,Data Analyst,5,3,Startup,55,129294
1252,24,Male,Bachelor,14,Data Analyst,5,5,Medium Scale,44,135958
1253,35,Female,PhD,5,Data Scientist,1,1,MNC,35,95929
1254,51,Female,PhD,26,Data Scientist,9,2,Medium Scale,48,221644
1255,25,Male,PhD,14,Developer,6,6,Medium Scale,54,149368
1256,39,Male,Bachelor,17,Developer,9,7,Medium Scale,40,147114
1257,58,Female,PhD,3,Developer,3,7,Startup,36,96978
1258,46,Male,PhD,22,Data Scientist,5,3,MNC,57,177155
1259,22,Male,Bachelor,7,Developer,2,6,MNC,42,84358
1260,36,Male,Master,14,Developer,10,3,Medium Scale,35,138671
1261,30,Male,Master,2,Manager,5,0,Startup,38,91414
1262,36,Female,PhD,29,Developer,8,6,MNC,38,220605
1263,45,Male,Bachelor,14,Data Analyst,2,0,MNC,39,108953
1264,25,Male,PhD,12,Data Scientist,8,7,Medium Scale,54,159540
1265,33,Male,Bachelor,8,Designer,4,5,Startup,43,94421
1266,58,Male,Bachelor,1,Manager,10,0,Medium Scale,57,80225
1267,58,Male,Master,23,Data Scientist,10,6,MNC,47,182687
1268,27,Male,Master,7,Data Scientist,1,4,Startup,52,94015
1269,45,Male,Bachelor,28,Data Analyst,5,6,Medium Scale,51,178633
